locus_tag	ftype	length_bp	gene	EC_number	COG	product
NIDNPDGF_00769	CDS	939				hypothetical protein
NIDNPDGF_00770	gene	447				
NIDNPDGF_00770	CDS	447				hypothetical protein
NIDNPDGF_00771	gene	198	rplS			
NIDNPDGF_00771	CDS	198	rplS		COG0335	50S ribosomal protein L19
NIDNPDGF_00772	gene	738	rnhB			
NIDNPDGF_00772	CDS	738	rnhB			Ribonuclease HII
NIDNPDGF_00773	gene	384				
NIDNPDGF_00773	CDS	384				hypothetical protein
NIDNPDGF_00774	gene	678				
NIDNPDGF_00774	CDS	678				hypothetical protein
NIDNPDGF_00775	gene	74				
NIDNPDGF_00775	tRNA	74				tRNA-Lys(ttt)
NIDNPDGF_00776	gene	222				
NIDNPDGF_00776	CDS	222				hypothetical protein
NIDNPDGF_00777	gene	477				
NIDNPDGF_00777	CDS	477				hypothetical protein
NIDNPDGF_00778	gene	1011	crtD			
NIDNPDGF_00778	CDS	1011	crtD	1.3.99.27		1-hydroxycarotenoid 3,4-desaturase
NIDNPDGF_00779	gene	1518				
NIDNPDGF_00779	CDS	1518				hypothetical protein
NIDNPDGF_00780	gene	465	cheB_2			
NIDNPDGF_00780	CDS	465	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
NIDNPDGF_00781	gene	1113	macA			
NIDNPDGF_00781	CDS	1113	macA		COG0845	Macrolide export protein MacA
NIDNPDGF_00782	gene	156				
NIDNPDGF_00782	CDS	156				hypothetical protein
NIDNPDGF_00783	gene	807				
NIDNPDGF_00783	CDS	807				hypothetical protein
NIDNPDGF_00784	gene	1029				
NIDNPDGF_00784	CDS	1029				hypothetical protein
NIDNPDGF_00785	gene	492				
NIDNPDGF_00785	CDS	492				hypothetical protein
NIDNPDGF_00786	gene	1026				
NIDNPDGF_00786	CDS	1026				hypothetical protein
NIDNPDGF_00787	gene	993	slcC			
NIDNPDGF_00787	CDS	993	slcC	1.1.1.310	COG0111	(S)-sulfolactate dehydrogenase
NIDNPDGF_00788	gene	1566				
NIDNPDGF_00788	CDS	1566				hypothetical protein
NIDNPDGF_00789	gene	1533				
NIDNPDGF_00789	CDS	1533				hypothetical protein
NIDNPDGF_00790	gene	540				
NIDNPDGF_00790	CDS	540				hypothetical protein
NIDNPDGF_00791	gene	693				
NIDNPDGF_00791	CDS	693				hypothetical protein
NIDNPDGF_00792	gene	1068	rbsR_2			
NIDNPDGF_00792	CDS	1068	rbsR_2		COG1609	Ribose operon repressor
NIDNPDGF_00793	gene	135				
NIDNPDGF_00793	CDS	135				hypothetical protein
NIDNPDGF_00794	gene	1293	nrtA			
NIDNPDGF_00794	CDS	1293	nrtA		COG0715	Nitrate/nitrite binding protein NrtA
NIDNPDGF_00795	gene	792	cmpB			
NIDNPDGF_00795	CDS	792	cmpB		COG0600	Bicarbonate transport system permease protein CmpB
NIDNPDGF_00796	gene	1155	dusB_1			
NIDNPDGF_00796	CDS	1155	dusB_1	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
NIDNPDGF_00797	gene	963				
NIDNPDGF_00797	CDS	963				hypothetical protein
NIDNPDGF_00798	gene	1521	mqo			
NIDNPDGF_00798	CDS	1521	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
NIDNPDGF_00799	gene	1083	rffG			
NIDNPDGF_00799	CDS	1083	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
NIDNPDGF_00800	gene	915	rffH			
NIDNPDGF_00800	CDS	915	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
NIDNPDGF_00801	gene	822				
NIDNPDGF_00801	CDS	822				hypothetical protein
NIDNPDGF_00802	gene	1023				
NIDNPDGF_00802	CDS	1023				hypothetical protein
NIDNPDGF_00803	gene	870				
NIDNPDGF_00803	CDS	870				hypothetical protein
NIDNPDGF_00804	gene	306				
NIDNPDGF_00804	CDS	306				hypothetical protein
NIDNPDGF_00805	gene	2340	malP			
NIDNPDGF_00805	CDS	2340	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
NIDNPDGF_00806	gene	594	purN			
NIDNPDGF_00806	CDS	594	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
NIDNPDGF_00807	gene	462	hldE_1			
NIDNPDGF_00807	CDS	462	hldE_1		COG2870	Bifunctional protein HldE
NIDNPDGF_00808	gene	306				
NIDNPDGF_00808	CDS	306				hypothetical protein
NIDNPDGF_00809	gene	657	coaBC			
NIDNPDGF_00809	CDS	657	coaBC	6.3.2.5		Coenzyme A biosynthesis bifunctional protein CoaBC
NIDNPDGF_00810	gene	858				
NIDNPDGF_00810	CDS	858				hypothetical protein
NIDNPDGF_00811	gene	1344	murD			
NIDNPDGF_00811	CDS	1344	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
NIDNPDGF_00812	gene	204				
NIDNPDGF_00812	CDS	204				hypothetical protein
NIDNPDGF_00813	gene	486	gmhA_2			
NIDNPDGF_00813	CDS	486	gmhA_2	5.3.1.28		Phosphoheptose isomerase
NIDNPDGF_00814	gene	1158				
NIDNPDGF_00814	CDS	1158				hypothetical protein
NIDNPDGF_00815	gene	465	bcp			
NIDNPDGF_00815	CDS	465	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
NIDNPDGF_00816	gene	570	murQ			
NIDNPDGF_00816	CDS	570	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
NIDNPDGF_00817	gene	609	rpsD			
NIDNPDGF_00817	CDS	609	rpsD		COG0522	30S ribosomal protein S4
NIDNPDGF_00818	gene	576				
NIDNPDGF_00818	CDS	576				hypothetical protein
NIDNPDGF_00819	gene	396	rpsM			
NIDNPDGF_00819	CDS	396	rpsM		COG0099	30S ribosomal protein S13
NIDNPDGF_00820	gene	303	map			
NIDNPDGF_00820	CDS	303	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
NIDNPDGF_00821	gene	330				
NIDNPDGF_00821	CDS	330				hypothetical protein
NIDNPDGF_00822	gene	1221	lpxK			
NIDNPDGF_00822	CDS	1221	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
NIDNPDGF_00823	gene	414				
NIDNPDGF_00823	CDS	414				hypothetical protein
NIDNPDGF_00824	gene	666				
NIDNPDGF_00824	CDS	666				hypothetical protein
NIDNPDGF_00825	gene	579				
NIDNPDGF_00825	CDS	579				hypothetical protein
NIDNPDGF_00826	gene	522				
NIDNPDGF_00826	CDS	522				hypothetical protein
NIDNPDGF_00827	gene	270				
NIDNPDGF_00827	CDS	270				hypothetical protein
NIDNPDGF_00828	gene	186				
NIDNPDGF_00828	CDS	186				hypothetical protein
NIDNPDGF_00829	gene	1467	ubiD			
NIDNPDGF_00829	CDS	1467	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
NIDNPDGF_00830	gene	744	cysH			
NIDNPDGF_00830	CDS	744	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
NIDNPDGF_00831	gene	822	cysD			
NIDNPDGF_00831	CDS	822	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
NIDNPDGF_00832	gene	351				
NIDNPDGF_00832	CDS	351				hypothetical protein
NIDNPDGF_00833	gene	342				
NIDNPDGF_00833	CDS	342				hypothetical protein
NIDNPDGF_00834	gene	273				
NIDNPDGF_00834	CDS	273				hypothetical protein
NIDNPDGF_00835	gene	2871	ppc			
NIDNPDGF_00835	CDS	2871	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
NIDNPDGF_00836	gene	747				
NIDNPDGF_00836	CDS	747				hypothetical protein
NIDNPDGF_00837	gene	450				
NIDNPDGF_00837	CDS	450				hypothetical protein
NIDNPDGF_00838	gene	1551				
NIDNPDGF_00838	CDS	1551				hypothetical protein
NIDNPDGF_00839	gene	291				
NIDNPDGF_00839	CDS	291				hypothetical protein
NIDNPDGF_00840	gene	1623				
NIDNPDGF_00840	CDS	1623				hypothetical protein
NIDNPDGF_00841	gene	348	lpxB			
NIDNPDGF_00841	CDS	348	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
NIDNPDGF_00842	gene	1128				
NIDNPDGF_00842	CDS	1128				hypothetical protein
NIDNPDGF_00843	gene	1728	sir_1			
NIDNPDGF_00843	CDS	1728	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
NIDNPDGF_00844	gene	1335				
NIDNPDGF_00844	CDS	1335				hypothetical protein
NIDNPDGF_00845	gene	771				
NIDNPDGF_00845	CDS	771				hypothetical protein
NIDNPDGF_00846	gene	771				
NIDNPDGF_00846	CDS	771				hypothetical protein
NIDNPDGF_00847	gene	168	rpmG2			
NIDNPDGF_00847	CDS	168	rpmG2			50S ribosomal protein L33 2
NIDNPDGF_00848	gene	612	sodA			
NIDNPDGF_00848	CDS	612	sodA	1.15.1.1		Superoxide dismutase [Mn]
NIDNPDGF_00849	gene	873				
NIDNPDGF_00849	CDS	873				hypothetical protein
NIDNPDGF_00850	gene	354	hpf			
NIDNPDGF_00850	CDS	354	hpf			Ribosome hibernation promoting factor
NIDNPDGF_00851	gene	708	maf			
NIDNPDGF_00851	CDS	708	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
NIDNPDGF_00852	gene	861	rcsC_6			
NIDNPDGF_00852	CDS	861	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
NIDNPDGF_00853	gene	1137				
NIDNPDGF_00853	CDS	1137				hypothetical protein
NIDNPDGF_00854	gene	549	nifS_2			
NIDNPDGF_00854	CDS	549	nifS_2	2.8.1.7	COG1104	Cysteine desulfurase NifS
NIDNPDGF_00855	gene	594				
NIDNPDGF_00855	CDS	594				hypothetical protein
NIDNPDGF_00856	gene	588	rcsC_7			
NIDNPDGF_00856	CDS	588	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
NIDNPDGF_00857	gene	1068	trpD			
NIDNPDGF_00857	CDS	1068	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
NIDNPDGF_00858	gene	1071	pilT			
NIDNPDGF_00858	CDS	1071	pilT		COG2805	Twitching mobility protein
NIDNPDGF_00859	gene	1386				
NIDNPDGF_00859	CDS	1386				hypothetical protein
NIDNPDGF_00860	gene	366				
NIDNPDGF_00860	CDS	366				hypothetical protein
NIDNPDGF_00861	gene	228	cutD_1			
NIDNPDGF_00861	CDS	228	cutD_1	1.97.1.-		Choline trimethylamine-lyase activating enzyme
NIDNPDGF_00862	gene	1134				
NIDNPDGF_00862	CDS	1134				hypothetical protein
NIDNPDGF_00863	gene	558				
NIDNPDGF_00863	CDS	558				hypothetical protein
NIDNPDGF_00864	gene	732	gacA			
NIDNPDGF_00864	CDS	732	gacA			Response regulator GacA
NIDNPDGF_00865	gene	432	nsrR			
NIDNPDGF_00865	CDS	432	nsrR		COG1959	HTH-type transcriptional repressor NsrR
NIDNPDGF_00866	gene	465				
NIDNPDGF_00866	CDS	465			COG3039	IS5 family transposase ISMac15
NIDNPDGF_00867	gene	993	xerC_3			
NIDNPDGF_00867	CDS	993	xerC_3			Tyrosine recombinase XerC
NIDNPDGF_00868	gene	504	tadA			
NIDNPDGF_00868	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
NIDNPDGF_00869	gene	1107				
NIDNPDGF_00869	CDS	1107				hypothetical protein
NIDNPDGF_00870	gene	204				
NIDNPDGF_00870	CDS	204				hypothetical protein
NIDNPDGF_00871	gene	855				
NIDNPDGF_00871	CDS	855		3.2.1.55	COG3507	Non-reducing end alpha-L-arabinofuranosidase BoGH43B
NIDNPDGF_00872	gene	585				
NIDNPDGF_00872	CDS	585				hypothetical protein
NIDNPDGF_00873	gene	396				
NIDNPDGF_00873	CDS	396				hypothetical protein
NIDNPDGF_00874	gene	564				
NIDNPDGF_00874	CDS	564				hypothetical protein
NIDNPDGF_00875	gene	165				
NIDNPDGF_00875	CDS	165				hypothetical protein
NIDNPDGF_00876	gene	714				
NIDNPDGF_00876	CDS	714				hypothetical protein
NIDNPDGF_00877	gene	1734				
NIDNPDGF_00877	CDS	1734				hypothetical protein
NIDNPDGF_00878	gene	990	oatA			
NIDNPDGF_00878	CDS	990	oatA	2.3.1.-		O-acetyltransferase OatA
NIDNPDGF_00879	gene	534	srrA			
NIDNPDGF_00879	CDS	534	srrA		COG0745	Transcriptional regulatory protein SrrA
NIDNPDGF_00880	gene	1170				
NIDNPDGF_00880	CDS	1170				hypothetical protein
NIDNPDGF_00881	gene	1539				
NIDNPDGF_00881	CDS	1539				hypothetical protein
NIDNPDGF_00882	gene	75				
NIDNPDGF_00882	tRNA	75				tRNA-Gly(gcc)
NIDNPDGF_00883	gene	126	rpsG			
NIDNPDGF_00883	CDS	126	rpsG		COG0049	30S ribosomal protein S7
NIDNPDGF_00884	gene	2166	fusA			
NIDNPDGF_00884	CDS	2166	fusA		COG0480	Elongation factor G
NIDNPDGF_00885	gene	306	rpsJ			
NIDNPDGF_00885	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
NIDNPDGF_00886	gene	228	mdtC_1			
NIDNPDGF_00886	CDS	228	mdtC_1			Multidrug resistance protein MdtC
NIDNPDGF_00887	gene	3102	mdtC_2			
NIDNPDGF_00887	CDS	3102	mdtC_2			Multidrug resistance protein MdtC
NIDNPDGF_00888	gene	930	COQ3			
NIDNPDGF_00888	CDS	930	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
NIDNPDGF_00889	gene	795	glpE			
NIDNPDGF_00889	CDS	795	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
NIDNPDGF_00890	gene	648	drgA			
NIDNPDGF_00890	CDS	648	drgA			Protein DrgA
NIDNPDGF_00891	gene	276	arnE_1			
NIDNPDGF_00891	CDS	276	arnE_1			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
NIDNPDGF_00892	gene	255				
NIDNPDGF_00892	CDS	255				hypothetical protein
NIDNPDGF_00893	gene	303				
NIDNPDGF_00893	CDS	303				hypothetical protein
NIDNPDGF_00894	gene	309				
NIDNPDGF_00894	CDS	309				hypothetical protein
NIDNPDGF_00895	gene	477				
NIDNPDGF_00895	CDS	477				hypothetical protein
NIDNPDGF_00896	gene	135				
NIDNPDGF_00896	CDS	135				hypothetical protein
NIDNPDGF_00897	gene	2076				
NIDNPDGF_00897	CDS	2076				hypothetical protein
NIDNPDGF_00898	gene	414				
NIDNPDGF_00898	CDS	414				hypothetical protein
NIDNPDGF_00899	gene	516	vraR			
NIDNPDGF_00899	CDS	516	vraR			Response regulator protein VraR
NIDNPDGF_00900	gene	366				
NIDNPDGF_00900	CDS	366				hypothetical protein
NIDNPDGF_00901	gene	792	mlaE_1			
NIDNPDGF_00901	CDS	792	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
NIDNPDGF_00902	gene	768	mkl_1			
NIDNPDGF_00902	CDS	768	mkl_1		COG1127	putative ribonucleotide transport ATP-binding protein mkl
NIDNPDGF_00903	gene	687				
NIDNPDGF_00903	CDS	687				hypothetical protein
NIDNPDGF_00904	gene	1320				
NIDNPDGF_00904	CDS	1320				hypothetical protein
NIDNPDGF_00905	gene	1113				
NIDNPDGF_00905	CDS	1113				hypothetical protein
NIDNPDGF_00906	gene	177				
NIDNPDGF_00906	CDS	177				hypothetical protein
NIDNPDGF_00907	gene	996	yciC			
NIDNPDGF_00907	CDS	996	yciC		COG0523	Putative metal chaperone YciC
NIDNPDGF_00908	gene	67				
NIDNPDGF_00908	tRNA	67				tRNA-Gly(tcc)
NIDNPDGF_00909	gene	333				
NIDNPDGF_00909	CDS	333				hypothetical protein
NIDNPDGF_00910	gene	876				
NIDNPDGF_00910	CDS	876				hypothetical protein
NIDNPDGF_00911	gene	345	ispU			
NIDNPDGF_00911	CDS	345	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
NIDNPDGF_00912	gene	1791	thrS			
NIDNPDGF_00912	CDS	1791	thrS	6.1.1.3		Threonine--tRNA ligase
NIDNPDGF_00913	gene	210	accA			
NIDNPDGF_00913	CDS	210	accA	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NIDNPDGF_00914	gene	369				
NIDNPDGF_00914	CDS	369				hypothetical protein
NIDNPDGF_00915	gene	1164	ybdL			
NIDNPDGF_00915	CDS	1164	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
NIDNPDGF_00916	gene	885	nfo			
NIDNPDGF_00916	CDS	885	nfo	3.1.21.2	COG0648	Endonuclease 4
NIDNPDGF_00917	gene	645				
NIDNPDGF_00917	CDS	645				hypothetical protein
NIDNPDGF_00918	gene	969	ydhF			
NIDNPDGF_00918	CDS	969	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
NIDNPDGF_00919	gene	621	azoR1			
NIDNPDGF_00919	CDS	621	azoR1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
NIDNPDGF_00920	gene	411				
NIDNPDGF_00920	CDS	411				hypothetical protein
NIDNPDGF_00921	gene	267				
NIDNPDGF_00921	CDS	267				hypothetical protein
NIDNPDGF_00922	gene	975				
NIDNPDGF_00922	CDS	975				hypothetical protein
NIDNPDGF_00923	gene	648				
NIDNPDGF_00923	CDS	648				hypothetical protein
NIDNPDGF_00924	gene	438	tmoS			
NIDNPDGF_00924	CDS	438	tmoS	2.7.13.3		Sensor histidine kinase TmoS
NIDNPDGF_00925	gene	783				
NIDNPDGF_00925	CDS	783				hypothetical protein
NIDNPDGF_00926	gene	576				
NIDNPDGF_00926	CDS	576				hypothetical protein
NIDNPDGF_00927	gene	969	iolG_1			
NIDNPDGF_00927	CDS	969	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
NIDNPDGF_00928	gene	645	hldE_2			
NIDNPDGF_00928	CDS	645	hldE_2	2.7.7.70		Bifunctional protein HldE
NIDNPDGF_00929	gene	288				
NIDNPDGF_00929	CDS	288				hypothetical protein
NIDNPDGF_00930	gene	675				
NIDNPDGF_00930	CDS	675				hypothetical protein
NIDNPDGF_00931	gene	1320	kamA			
NIDNPDGF_00931	CDS	1320	kamA	5.4.3.2		L-lysine 2,3-aminomutase
NIDNPDGF_00932	gene	399				
NIDNPDGF_00932	CDS	399				hypothetical protein
NIDNPDGF_00933	gene	588	pgl			
NIDNPDGF_00933	CDS	588	pgl	3.1.1.31		6-phosphogluconolactonase
NIDNPDGF_00934	gene	1032				
NIDNPDGF_00934	CDS	1032				hypothetical protein
NIDNPDGF_00935	gene	921	gspA			
NIDNPDGF_00935	CDS	921	gspA		COG1442	General stress protein A
NIDNPDGF_00936	gene	1284				
NIDNPDGF_00936	CDS	1284				hypothetical protein
NIDNPDGF_00937	gene	657				
NIDNPDGF_00937	CDS	657				hypothetical protein
NIDNPDGF_00938	gene	615				
NIDNPDGF_00938	CDS	615				hypothetical protein
NIDNPDGF_00939	gene	474	yphA			
NIDNPDGF_00939	CDS	474	yphA		COG2259	Inner membrane protein YphA
NIDNPDGF_00940	gene	267				
NIDNPDGF_00940	CDS	267				hypothetical protein
NIDNPDGF_00941	gene	519				
NIDNPDGF_00941	CDS	519				hypothetical protein
NIDNPDGF_00942	gene	324				
NIDNPDGF_00942	CDS	324				hypothetical protein
NIDNPDGF_00943	gene	228				
NIDNPDGF_00943	CDS	228				hypothetical protein
NIDNPDGF_00944	gene	462				
NIDNPDGF_00944	CDS	462				hypothetical protein
NIDNPDGF_00945	gene	1053				
NIDNPDGF_00945	CDS	1053				hypothetical protein
NIDNPDGF_00946	gene	1224				
NIDNPDGF_00946	CDS	1224				hypothetical protein
NIDNPDGF_00947	gene	1053	gyrA			
NIDNPDGF_00947	CDS	1053	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
NIDNPDGF_00948	gene	654				
NIDNPDGF_00948	CDS	654				hypothetical protein
NIDNPDGF_00949	gene	231				
NIDNPDGF_00949	CDS	231				hypothetical protein
NIDNPDGF_00950	gene	327				
NIDNPDGF_00950	CDS	327		2.4.2.-	COG2071	Putative glutamine amidotransferase
NIDNPDGF_00951	gene	960	axeA			
NIDNPDGF_00951	CDS	960	axeA	3.1.1.41	COG3458	Cephalosporin-C deacetylase
NIDNPDGF_00952	gene	1170				
NIDNPDGF_00952	CDS	1170				hypothetical protein
NIDNPDGF_00953	gene	297				
NIDNPDGF_00953	CDS	297				hypothetical protein
NIDNPDGF_00954	gene	780	gpmB			
NIDNPDGF_00954	CDS	780	gpmB	5.4.2.-		phosphoglycerate mutase GpmB
NIDNPDGF_00955	gene	1029	ackA			
NIDNPDGF_00955	CDS	1029	ackA	2.7.2.1	COG0282	Acetate kinase
NIDNPDGF_00956	gene	1032	fabH			
NIDNPDGF_00956	CDS	1032	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
NIDNPDGF_00957	gene	537	plsX			
NIDNPDGF_00957	CDS	537	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
NIDNPDGF_00958	gene	2262				
NIDNPDGF_00958	CDS	2262				hypothetical protein
NIDNPDGF_00959	gene	777				
NIDNPDGF_00959	CDS	777				hypothetical protein
NIDNPDGF_00960	gene	1422	xylE			
NIDNPDGF_00960	CDS	1422	xylE			D-xylose-proton symporter
NIDNPDGF_00961	gene	1296				
NIDNPDGF_00961	CDS	1296				hypothetical protein
NIDNPDGF_00962	gene	840				
NIDNPDGF_00962	CDS	840				hypothetical protein
NIDNPDGF_00963	gene	984	celH			
NIDNPDGF_00963	CDS	984	celH	3.2.1.4	COG2730	Endoglucanase H
NIDNPDGF_00964	gene	633	pds			
NIDNPDGF_00964	CDS	633	pds	1.3.5.5	COG3349	15-cis-phytoene desaturase
NIDNPDGF_00965	gene	1095	pta			
NIDNPDGF_00965	CDS	1095	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
NIDNPDGF_00966	gene	345	glnB_1			
NIDNPDGF_00966	CDS	345	glnB_1		COG0347	Nitrogen regulatory protein P-II
NIDNPDGF_00967	gene	936				
NIDNPDGF_00967	CDS	936				hypothetical protein
NIDNPDGF_00968	gene	579	adk			
NIDNPDGF_00968	CDS	579	adk	2.7.4.3	COG0563	Adenylate kinase
NIDNPDGF_00969	gene	1224				
NIDNPDGF_00969	CDS	1224				hypothetical protein
NIDNPDGF_00970	gene	282				
NIDNPDGF_00970	CDS	282				hypothetical protein
NIDNPDGF_00971	gene	828				
NIDNPDGF_00971	CDS	828				hypothetical protein
NIDNPDGF_00972	gene	1077				
NIDNPDGF_00972	CDS	1077		1.12.-.-		Soluble hydrogenase 42 kDa subunit
NIDNPDGF_00973	gene	759				
NIDNPDGF_00973	CDS	759				hypothetical protein
NIDNPDGF_00974	gene	852	nagB			
NIDNPDGF_00974	CDS	852	nagB	3.5.99.6		Glucosamine-6-phosphate deaminase
NIDNPDGF_00975	gene	927				
NIDNPDGF_00975	CDS	927				hypothetical protein
NIDNPDGF_00976	gene	399	purK			
NIDNPDGF_00976	CDS	399	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
NIDNPDGF_00977	gene	450	nrdR			
NIDNPDGF_00977	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
NIDNPDGF_00978	gene	552				
NIDNPDGF_00978	CDS	552				hypothetical protein
NIDNPDGF_00979	gene	369	ble			
NIDNPDGF_00979	CDS	369	ble			Bleomycin resistance protein
NIDNPDGF_00980	gene	342				
NIDNPDGF_00980	CDS	342		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
NIDNPDGF_00981	gene	732				
NIDNPDGF_00981	CDS	732				hypothetical protein
NIDNPDGF_00982	gene	156				
NIDNPDGF_00982	CDS	156				hypothetical protein
NIDNPDGF_00983	gene	1140	mshA_3			
NIDNPDGF_00983	CDS	1140	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NIDNPDGF_00984	gene	1509				
NIDNPDGF_00984	CDS	1509				hypothetical protein
NIDNPDGF_00985	gene	738				
NIDNPDGF_00985	CDS	738				hypothetical protein
NIDNPDGF_00986	gene	225				
NIDNPDGF_00986	CDS	225				hypothetical protein
NIDNPDGF_00987	gene	765	kdsB			
NIDNPDGF_00987	CDS	765	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
NIDNPDGF_00988	gene	573	gmhB_2			
NIDNPDGF_00988	CDS	573	gmhB_2	3.1.3.83		D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
NIDNPDGF_00989	gene	399	hldE_3			
NIDNPDGF_00989	CDS	399	hldE_3	2.7.7.70		Bifunctional protein HldE
NIDNPDGF_00990	gene	1443				
NIDNPDGF_00990	CDS	1443				hypothetical protein
NIDNPDGF_00991	gene	237				
NIDNPDGF_00991	CDS	237				hypothetical protein
NIDNPDGF_00992	gene	606				
NIDNPDGF_00992	CDS	606				hypothetical protein
NIDNPDGF_00993	gene	804				
NIDNPDGF_00993	CDS	804				hypothetical protein
NIDNPDGF_00994	gene	882	rnr			
NIDNPDGF_00994	CDS	882	rnr	3.1.13.1	COG0557	Ribonuclease R
NIDNPDGF_00995	gene	942	rarD			
NIDNPDGF_00995	CDS	942	rarD		COG2962	Protein RarD
NIDNPDGF_00996	gene	369	atpG_2			
NIDNPDGF_00996	CDS	369	atpG_2		COG0224	ATP synthase gamma chain
NIDNPDGF_00997	gene	951				
NIDNPDGF_00997	CDS	951				hypothetical protein
NIDNPDGF_00998	gene	657				
NIDNPDGF_00998	CDS	657				hypothetical protein
NIDNPDGF_00999	gene	435				
NIDNPDGF_00999	CDS	435				hypothetical protein
NIDNPDGF_01000	gene	192				
NIDNPDGF_01000	CDS	192				hypothetical protein
NIDNPDGF_01001	gene	387	petC_1			
NIDNPDGF_01001	CDS	387	petC_1	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
NIDNPDGF_01002	gene	1461	petB_1			
NIDNPDGF_01002	CDS	1461	petB_1			Cytochrome b6
NIDNPDGF_01003	gene	1329	sasA_3			
NIDNPDGF_01003	CDS	1329	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
NIDNPDGF_01004	gene	73				
NIDNPDGF_01004	tRNA	73				tRNA-Cys(gca)
NIDNPDGF_01005	gene	663	bepA_2			
NIDNPDGF_01005	CDS	663	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
NIDNPDGF_01006	gene	750	fabG_1			
NIDNPDGF_01006	CDS	750	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NIDNPDGF_01007	gene	879	pksC			
NIDNPDGF_01007	CDS	879	pksC	2.3.1.39	COG0331	Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC
NIDNPDGF_01008	gene	714	truB			
NIDNPDGF_01008	CDS	714	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
NIDNPDGF_01009	gene	948	ribF			
NIDNPDGF_01009	CDS	948	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
NIDNPDGF_01010	gene	765				
NIDNPDGF_01010	CDS	765		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
NIDNPDGF_01011	gene	516				
NIDNPDGF_01011	CDS	516				hypothetical protein
NIDNPDGF_01012	gene	240				
NIDNPDGF_01012	CDS	240				hypothetical protein
NIDNPDGF_01013	gene	999				
NIDNPDGF_01013	CDS	999				hypothetical protein
NIDNPDGF_01014	gene	816	rhaS_5			
NIDNPDGF_01014	CDS	816	rhaS_5			HTH-type transcriptional activator RhaS
NIDNPDGF_01015	gene	1032	pgm			
